

New occurence at: 2021-03-01 11:25:19.740186, Trojan name: HT1_1 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec 
rbf  , 0.0033  , 0.029  ,  0.76142  , 0.75437  , 0.73282  , 0.77741  , 1031.0  ,  18309   , 6691  , 5297  , 19703
rbf  , 0.0035  , 0.001  ,  0.59736  , 0.70798  , 0.97622  , 0.55542  , 85.0  ,  24449   , 551  , 19457  , 5543
rbf  , 0.0035  , 0.003  ,  0.71488  , 0.7699  , 0.95395  , 0.64542  , 183.0  ,  23889   , 1111  , 13255  , 11745
rbf  , 0.0035  , 0.005  ,  0.74644  , 0.7869  , 0.93631  , 0.67866  , 253.0  ,  23453   , 1547  , 11152  , 13848
rbf  , 0.0035  , 0.007  ,  0.76008  , 0.79293  , 0.91872  , 0.69751  , 323.0  ,  23005   , 1995  , 10029  , 14971
rbf  , 0.0035  , 0.009  ,  0.76708  , 0.79476  , 0.90195  , 0.71039  , 393.0  ,  22551   , 2449  , 9191  , 15809
rbf  , 0.0035  , 0.011  ,  0.772  , 0.79502  , 0.88431  , 0.72216  , 459.0  ,  22103   , 2897  , 8555  , 16445
rbf  , 0.0035  , 0.013  ,  0.77438  , 0.79328  , 0.86579  , 0.73203  , 526.0  ,  21617   , 3383  , 8007  , 16993
rbf  , 0.0035  , 0.015  ,  0.77488  , 0.79044  , 0.84916  , 0.73938  , 596.0  ,  21189   , 3811  , 7533  , 17467
rbf  , 0.0035  , 0.017  ,  0.7747  , 0.78707  , 0.83279  , 0.74618  , 658.0  ,  20791   , 4209  , 7127  , 17873
rbf  , 0.0035  , 0.019  ,  0.77322  , 0.78249  , 0.81584  , 0.75185  , 728.0  ,  20399   , 4601  , 6760  , 18240
rbf  , 0.0035  , 0.021  ,  0.77148  , 0.77758  , 0.79892  , 0.75744  , 789.0  ,  19987   , 5013  , 6439  , 18561
rbf  , 0.0035  , 0.023  ,  0.77008  , 0.77296  , 0.78281  , 0.76348  , 849.0  ,  19581   , 5419  , 6100  , 18900
rbf  , 0.0035  , 0.025  ,  0.76772  , 0.76729  , 0.76593  , 0.76879  , 913.0  ,  19146   , 5854  , 5823  , 19177
rbf  , 0.0035  , 0.027  ,  0.76448  , 0.76076  , 0.74901  , 0.77303  , 973.0  ,  18715   , 6285  , 5557  , 19443
rbf  , 0.0035  , 0.029  ,  0.76082  , 0.75367  , 0.7319  , 0.77695  , 1032.0  ,  18294   , 6706  , 5294  , 19706

Trojan name: HT1_1 - 4 ==> Best params: nu = 0.0023  , gamma = 0.011  , F1_score = 0.79537  


New occurence at: 2021-03-03 16:45:13.311281, Trojan name: HT2_1 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec, TP   , FN   , FP   , TN 
rbf  , 0.0001  , 0.001  ,  0.6756  , 0.74996  , 0.97318  , 0.61007  , 71.0  ,  24238   , 762  , 15788  , 9212
rbf  , 0.0001  , 0.003  ,  0.81438  , 0.83579  , 0.94496  , 0.74928  , 137.0  ,  23503   , 1497  , 8237  , 16763
rbf  , 0.0001  , 0.005  ,  0.8275  , 0.84154  , 0.91647  , 0.778  , 180.0  ,  22986   , 2014  , 6753  , 18247
rbf  , 0.0001  , 0.007  ,  0.82912  , 0.83895  , 0.89053  , 0.79313  , 213.0  ,  22043   , 2957  , 5846  , 19154
rbf  , 0.0001  , 0.009  ,  0.82698  , 0.83269  , 0.86145  , 0.80587  , 241.0  ,  21377   , 3623  , 5225  , 19775
rbf  , 0.0001  , 0.011  ,  0.82082  , 0.82237  , 0.83002  , 0.81499  , 271.0  ,  20623   , 4377  , 4745  , 20255
rbf  , 0.0001  , 0.013  ,  0.81152  , 0.80796  , 0.79373  , 0.82289  , 293.0  ,  18782   , 6218  , 4002  , 20998
rbf  , 0.0001  , 0.015  ,  0.79616  , 0.78478  , 0.74404  , 0.83056  , 307.0  ,  18047   , 6953  , 3647  , 21353
rbf  , 0.0001  , 0.017  ,  0.77786  , 0.75583  , 0.6884  , 0.8383  , 322.0  ,  16288   , 8712  , 3084  , 21916
rbf  , 0.0001  , 0.019  ,  0.75576  , 0.71932  , 0.62653  , 0.84483  , 337.0  ,  15130   , 9870  , 2798  , 22202
rbf  , 0.0001  , 0.021  ,  0.73396  , 0.68048  , 0.5671  , 0.85087  , 356.0  ,  14005   , 10995  , 2456  , 22544
rbf  , 0.0001  , 0.023  ,  0.71474  , 0.6449  , 0.51879  , 0.85316  , 376.0  ,  12874   , 12126  , 2232  , 22768
rbf  , 0.0001  , 0.025  ,  0.69408  , 0.60156  , 0.46314  , 0.86072  , 396.0  ,  11150   , 13850  , 1876  , 23124
rbf  , 0.0001  , 0.027  ,  0.67918  , 0.56945  , 0.42515  , 0.86393  , 421.0  ,  10706   , 14294  , 1735  , 23265
rbf  , 0.0001  , 0.029  ,  0.67334  , 0.55618  , 0.41047  , 0.86531  , 452.0  ,  9467   , 15533  , 1537  , 23463
rbf  , 0.0003  , 0.001  ,  0.67412  , 0.74979  , 0.97666  , 0.60849  , 82.0  ,  24472   , 528  , 16097  , 8903
rbf  , 0.0003  , 0.003  ,  0.81434  , 0.83672  , 0.95162  , 0.74664  , 169.0  ,  23890   , 1110  , 8403  , 16597
rbf  , 0.0003  , 0.005  ,  0.8315  , 0.84717  , 0.93425  , 0.77499  , 228.0  ,  23303   , 1697  , 7034  , 17966
rbf  , 0.0003  , 0.007  ,  0.8355  , 0.84747  , 0.91418  , 0.7899  , 281.0  ,  22844   , 2156  , 6263  , 18737
rbf  , 0.0003  , 0.009  ,  0.83634  , 0.84567  , 0.89698  , 0.79997  , 333.0  ,  22385   , 2615  , 5691  , 19309
rbf  , 0.0003  , 0.011  ,  0.83506  , 0.84167  , 0.87705  , 0.80908  , 381.0  ,  21772   , 3228  , 5199  , 19801
rbf  , 0.0003  , 0.013  ,  0.83184  , 0.83616  , 0.85845  , 0.81506  , 429.0  ,  21428   , 3572  , 4884  , 20116
rbf  , 0.0003  , 0.015  ,  0.82858  , 0.83052  , 0.84026  , 0.82107  , 470.0  ,  20800   , 4200  , 4571  , 20429
rbf  , 0.0003  , 0.017  ,  0.82314  , 0.82257  , 0.82016  , 0.82506  , 512.0  ,  20263   , 4737  , 4293  , 20707
rbf  , 0.0003  , 0.019  ,  0.81624  , 0.81258  , 0.79699  , 0.82885  , 552.0  ,  19704   , 5296  , 4074  , 20926
rbf  , 0.0003  , 0.021  ,  0.81098  , 0.80453  , 0.77828  , 0.83269  , 594.0  ,  19121   , 5879  , 3770  , 21230
rbf  , 0.0003  , 0.023  ,  0.80372  , 0.79394  , 0.75651  , 0.83532  , 630.0  ,  18739   , 6261  , 3603  , 21397
rbf  , 0.0003  , 0.025  ,  0.79806  , 0.78502  , 0.7377  , 0.83897  , 668.0  ,  18114   , 6886  , 3407  , 21593
rbf  , 0.0003  , 0.027  ,  0.79144  , 0.77471  , 0.71735  , 0.84216  , 701.0  ,  17625   , 7375  , 3259  , 21741
rbf  , 0.0003  , 0.029  ,  0.78348  , 0.76146  , 0.69146  , 0.84735  , 729.0  ,  17074   , 7926  , 3110  , 21890
rbf  , 0.0005  , 0.001  ,  0.67448  , 0.75004  , 0.9769  , 0.60873  , 83.0  ,  24479   , 521  , 16059  , 8941
rbf  , 0.0005  , 0.003  ,  0.81468  , 0.83719  , 0.95313  , 0.74644  , 177.0  ,  23868   , 1132  , 8408  , 16592
rbf  , 0.0005  , 0.005  ,  0.83084  , 0.84689  , 0.93589  , 0.77341  , 242.0  ,  23372   , 1628  , 7034  , 17966
rbf  , 0.0005  , 0.007  ,  0.8362  , 0.84839  , 0.91679  , 0.78957  , 298.0  ,  22888   , 2112  , 6294  , 18706
rbf  , 0.0005  , 0.009  ,  0.8368  , 0.84635  , 0.89915  , 0.79947  , 357.0  ,  22458   , 2542  , 5709  , 19291
rbf  , 0.0005  , 0.011  ,  0.8355  , 0.84263  , 0.88109  , 0.80744  , 412.0  ,  21956   , 3044  , 5263  , 19737
rbf  , 0.0005  , 0.013  ,  0.83284  , 0.83786  , 0.86405  , 0.81327  , 470.0  ,  21515   , 3485  , 4945  , 20055
rbf  , 0.0005  , 0.015  ,  0.82988  , 0.83264  , 0.84662  , 0.81919  , 520.0  ,  21032   , 3968  , 4674  , 20326
rbf  , 0.0005  , 0.017  ,  0.82606  , 0.82644  , 0.82846  , 0.8245  , 568.0  ,  20559   , 4441  , 4392  , 20608
rbf  , 0.0005  , 0.019  ,  0.82044  , 0.8184  , 0.80942  , 0.82767  , 621.0  ,  20010   , 4990  , 4152  , 20848
rbf  , 0.0005  , 0.021  ,  0.81554  , 0.81099  , 0.79171  , 0.83127  , 672.0  ,  19580   , 5420  , 3929  , 21071
rbf  , 0.0005  , 0.023  ,  0.80984  , 0.80264  , 0.7736  , 0.834  , 720.0  ,  19169   , 5831  , 3738  , 21262
rbf  , 0.0005  , 0.025  ,  0.80372  , 0.79348  , 0.7543  , 0.83704  , 764.0  ,  18594   , 6406  , 3542  , 21458
rbf  , 0.0005  , 0.027  ,  0.79844  , 0.78528  , 0.73739  , 0.83989  , 808.0  ,  18134   , 6866  , 3404  , 21596
rbf  , 0.0005  , 0.029  ,  0.79244  , 0.77576  , 0.71832  , 0.84328  , 849.0  ,  17658   , 7342  , 3247  , 21753
rbf  , 0.0007  , 0.001  ,  0.67412  , 0.7499  , 0.97726  , 0.60841  , 85.0  ,  24478   , 522  , 16098  , 8902
rbf  , 0.0007  , 0.003  ,  0.81456  , 0.8371  , 0.95314  , 0.7463  , 179.0  ,  23901   , 1099  , 8417  , 16583
rbf  , 0.0007  , 0.005  ,  0.83124  , 0.84724  , 0.93621  , 0.77376  , 247.0  ,  23398   , 1602  , 7054  , 17946
rbf  , 0.0007  , 0.007  ,  0.83604  , 0.84839  , 0.9177  , 0.78888  , 308.0  ,  22898   , 2102  , 6286  , 18714
rbf  , 0.0007  , 0.009  ,  0.8367  , 0.84642  , 0.90019  , 0.79878  , 366.0  ,  22483   , 2517  , 5738  , 19262
rbf  , 0.0007  , 0.011  ,  0.83558  , 0.8428  , 0.8817  , 0.80723  , 427.0  ,  21993   , 3007  , 5268  , 19732
rbf  , 0.0007  , 0.013  ,  0.83308  , 0.83814  , 0.86454  , 0.81337  , 484.0  ,  21567   , 3433  , 4972  , 20028
rbf  , 0.0007  , 0.015  ,  0.83078  , 0.83387  , 0.84961  , 0.81877  , 541.0  ,  21079   , 3921  , 4689  , 20311
rbf  , 0.0007  , 0.017  ,  0.8263  , 0.82695  , 0.83029  , 0.8237  , 598.0  ,  20558   , 4442  , 4411  , 20589
rbf  , 0.0007  , 0.019  ,  0.82138  , 0.81962  , 0.81184  , 0.82761  , 652.0  ,  20072   , 4928  , 4191  , 20809
rbf  , 0.0007  , 0.021  ,  0.81616  , 0.81197  , 0.79409  , 0.83074  , 707.0  ,  19623   , 5377  , 3975  , 21025
rbf  , 0.0007  , 0.023  ,  0.81134  , 0.80466  , 0.77737  , 0.83401  , 759.0  ,  19209   , 5791  , 3776  , 21224
rbf  , 0.0007  , 0.025  ,  0.80588  , 0.7965  , 0.76  , 0.83675  , 813.0  ,  18838   , 6162  , 3618  , 21382
rbf  , 0.0007  , 0.027  ,  0.80054  , 0.78828  , 0.74287  , 0.83968  , 860.0  ,  18320   , 6680  , 3440  , 21560
rbf  , 0.0007  , 0.029  ,  0.79554  , 0.78031  , 0.72643  , 0.84288  , 908.0  ,  17889   , 7111  , 3308  , 21692
rbf  , 0.0009  , 0.001  ,  0.67406  , 0.74989  , 0.97738  , 0.60835  , 85.0  ,  24475   , 525  , 16106  , 8894
rbf  , 0.0009  , 0.003  ,  0.81418  , 0.8368  , 0.95302  , 0.7459  , 182.0  ,  23920   , 1080  , 8425  , 16575
rbf  , 0.0009  , 0.005  ,  0.83114  , 0.84717  , 0.93628  , 0.7736  , 251.0  ,  23362   , 1638  , 7055  , 17945
rbf  , 0.0009  , 0.007  ,  0.83578  , 0.84815  , 0.91739  , 0.78869  , 314.0  ,  22893   , 2107  , 6300  , 18700
rbf  , 0.0009  , 0.009  ,  0.83696  , 0.84668  , 0.90055  , 0.79896  , 374.0  ,  22491   , 2509  , 5721  , 19279
rbf  , 0.0009  , 0.011  ,  0.83656  , 0.84387  , 0.88359  , 0.80763  , 438.0  ,  21995   , 3005  , 5280  , 19720
rbf  , 0.0009  , 0.013  ,  0.83358  , 0.83869  , 0.8655  , 0.81356  , 496.0  ,  21527   , 3473  , 4964  , 20036
rbf  , 0.0009  , 0.015  ,  0.83108  , 0.83422  , 0.85025  , 0.81884  , 554.0  ,  21128   , 3872  , 4713  , 20287
rbf  , 0.0009  , 0.017  ,  0.82646  , 0.82723  , 0.83116  , 0.82339  , 613.0  ,  20604   , 4396  , 4429  , 20571
rbf  , 0.0009  , 0.019  ,  0.82156  , 0.81999  , 0.81305  , 0.82711  , 670.0  ,  20120   , 4880  , 4197  , 20803
rbf  , 0.0009  , 0.021  ,  0.81748  , 0.81363  , 0.79708  , 0.83094  , 730.0  ,  19713   , 5287  , 3979  , 21021
rbf  , 0.0009  , 0.023  ,  0.81132  , 0.80483  , 0.77831  , 0.83328  , 783.0  ,  19263   , 5737  , 3793  , 21207
rbf  , 0.0009  , 0.025  ,  0.80628  , 0.79704  , 0.76096  , 0.83678  , 838.0  ,  18796   , 6204  , 3606  , 21394
rbf  , 0.0009  , 0.027  ,  0.80112  , 0.78926  , 0.74511  , 0.83905  , 891.0  ,  18328   , 6672  , 3458  , 21542
rbf  , 0.0009  , 0.029  ,  0.79632  , 0.78157  , 0.72907  , 0.8423  , 942.0  ,  17915   , 7085  , 3334  , 21666
rbf  , 0.0011  , 0.001  ,  0.67396  , 0.74981  , 0.97726  , 0.6083  , 85.0  ,  24475   , 525  , 16096  , 8904
rbf  , 0.0011  , 0.003  ,  0.81434  , 0.83692  , 0.95298  , 0.74611  , 182.0  ,  23914   , 1086  , 8438  , 16562
rbf  , 0.0011  , 0.005  ,  0.83152  , 0.84753  , 0.93673  , 0.77389  , 252.0  ,  23382   , 1618  , 7038  , 17962
rbf  , 0.0011  , 0.007  ,  0.83672  , 0.84902  , 0.91838  , 0.78947  , 315.0  ,  22896   , 2104  , 6290  , 18710
rbf  , 0.0011  , 0.009  ,  0.8374  , 0.84708  , 0.90091  , 0.79939  , 378.0  ,  22496   , 2504  , 5723  , 19277
rbf  , 0.0011  , 0.011  ,  0.83612  , 0.84346  , 0.88322  , 0.80717  , 442.0  ,  22010   , 2990  , 5270  , 19730
rbf  , 0.0011  , 0.013  ,  0.83386  , 0.83899  , 0.86594  , 0.81373  , 503.0  ,  21573   , 3427  , 4956  , 20044
rbf  , 0.0011  , 0.015  ,  0.831  , 0.83415  , 0.85019  , 0.81878  , 562.0  ,  21119   , 3881  , 4706  , 20294
rbf  , 0.0011  , 0.017  ,  0.8267  , 0.82762  , 0.83225  , 0.8231  , 625.0  ,  20634   , 4366  , 4433  , 20567
rbf  , 0.0011  , 0.019  ,  0.82222  , 0.82088  , 0.81493  , 0.82698  , 683.0  ,  20143   , 4857  , 4199  , 20801
rbf  , 0.0011  , 0.021  ,  0.8179  , 0.81419  , 0.7982  , 0.83088  , 743.0  ,  19696   , 5304  , 3996  , 21004
rbf  , 0.0011  , 0.023  ,  0.81202  , 0.80567  , 0.77956  , 0.83364  , 802.0  ,  19299   , 5701  , 3784  , 21216
rbf  , 0.0011  , 0.025  ,  0.80636  , 0.79731  , 0.76193  , 0.83621  , 856.0  ,  18848   , 6152  , 3626  , 21374
rbf  , 0.0011  , 0.027  ,  0.8017  , 0.78997  , 0.74604  , 0.83945  , 908.0  ,  18406   , 6594  , 3470  , 21530
rbf  , 0.0011  , 0.029  ,  0.79712  , 0.78275  , 0.73123  , 0.84216  , 963.0  ,  17960   , 7040  , 3330  , 21670
rbf  , 0.0013  , 0.001  ,  0.67396  , 0.74981  , 0.97726  , 0.6083  , 85.0  ,  24473   , 527  , 16107  , 8893
rbf  , 0.0013  , 0.003  ,  0.81446  , 0.837  , 0.95294  , 0.74626  , 183.0  ,  23908   , 1092  , 8433  , 16567
rbf  , 0.0013  , 0.005  ,  0.83116  , 0.84719  , 0.93625  , 0.77365  , 254.0  ,  23378   , 1622  , 7049  , 17951
rbf  , 0.0013  , 0.007  ,  0.83646  , 0.8488  , 0.91822  , 0.7892  , 317.0  ,  22900   , 2100  , 6300  , 18700
rbf  , 0.0013  , 0.009  ,  0.83708  , 0.84683  , 0.90091  , 0.79894  , 381.0  ,  22491   , 2509  , 5738  , 19262
rbf  , 0.0013  , 0.011  ,  0.83674  , 0.84407  , 0.88394  , 0.80769  , 447.0  ,  22011   , 2989  , 5283  , 19717
rbf  , 0.0013  , 0.013  ,  0.83386  , 0.83904  , 0.86627  , 0.81354  , 508.0  ,  21596   , 3404  , 4959  , 20041
rbf  , 0.0013  , 0.015  ,  0.83112  , 0.83424  , 0.85014  , 0.81898  , 572.0  ,  21095   , 3905  , 4706  , 20294
rbf  , 0.0013  , 0.017  ,  0.82682  , 0.82768  , 0.83201  , 0.82345  , 633.0  ,  20635   , 4365  , 4421  , 20579
rbf  , 0.0013  , 0.019  ,  0.8224  , 0.82107  , 0.8152  , 0.82709  , 692.0  ,  20151   , 4849  , 4200  , 20800
rbf  , 0.0013  , 0.021  ,  0.8178  , 0.81411  , 0.79819  , 0.83072  , 754.0  ,  19723   , 5277  , 3989  , 21011
rbf  , 0.0013  , 0.023  ,  0.8121  , 0.80581  , 0.77996  , 0.83349  , 811.0  ,  19299   , 5701  , 3805  , 21195
rbf  , 0.0013  , 0.025  ,  0.80704  , 0.79821  , 0.76348  , 0.83631  , 871.0  ,  18880   , 6120  , 3633  , 21367
rbf  , 0.0013  , 0.027  ,  0.80214  , 0.79065  , 0.74752  , 0.83914  , 925.0  ,  18425   , 6575  , 3475  , 21525
rbf  , 0.0013  , 0.029  ,  0.79722  , 0.78283  , 0.73119  , 0.84238  , 978.0  ,  18009   , 6991  , 3337  , 21663
rbf  , 0.0015  , 0.001  ,  0.6743  , 0.74999  , 0.97718  , 0.60856  , 86.0  ,  24482   , 518  , 16099  , 8901
rbf  , 0.0015  , 0.003  ,  0.81416  , 0.83679  , 0.95298  , 0.7459  , 183.0  ,  23899   , 1101  , 8435  , 16565
rbf  , 0.0015  , 0.005  ,  0.83116  , 0.84723  , 0.93653  , 0.77352  , 254.0  ,  23382   , 1618  , 7048  , 17952
rbf  , 0.0015  , 0.007  ,  0.83644  , 0.84877  , 0.91811  , 0.78923  , 320.0  ,  22905   , 2095  , 6288  , 18712
rbf  , 0.0015  , 0.009  ,  0.83716  , 0.84693  , 0.90119  , 0.7989  , 383.0  ,  22493   , 2507  , 5743  , 19257
rbf  , 0.0015  , 0.011  ,  0.83632  , 0.84365  , 0.88342  , 0.80736  , 450.0  ,  22018   , 2982  , 5278  , 19722
rbf  , 0.0015  , 0.013  ,  0.83372  , 0.83887  , 0.86587  , 0.81357  , 511.0  ,  21572   , 3428  , 4967  , 20033
rbf  , 0.0015  , 0.015  ,  0.8311  , 0.83428  , 0.8505  , 0.81873  , 575.0  ,  21115   , 3885  , 4701  , 20299
rbf  , 0.0015  , 0.017  ,  0.82684  , 0.82777  , 0.83245  , 0.82321  , 639.0  ,  20632   , 4368  , 4422  , 20578
rbf  , 0.0015  , 0.019  ,  0.82286  , 0.82159  , 0.81596  , 0.82736  , 696.0  ,  20148   , 4852  , 4199  , 20801
rbf  , 0.0015  , 0.021  ,  0.81834  , 0.8148  , 0.79944  , 0.8308  , 762.0  ,  19747   , 5253  , 3986  , 21014
rbf  , 0.0015  , 0.023  ,  0.81274  , 0.80658  , 0.78112  , 0.83381  , 821.0  ,  19314   , 5686  , 3801  , 21199
rbf  , 0.0015  , 0.025  ,  0.80704  , 0.79822  , 0.76356  , 0.83625  , 880.0  ,  18865   , 6135  , 3616  , 21384
rbf  , 0.0015  , 0.027  ,  0.80238  , 0.79092  , 0.74779  , 0.83939  , 934.0  ,  18424   , 6576  , 3462  , 21538
rbf  , 0.0015  , 0.029  ,  0.79734  , 0.78304  , 0.73167  , 0.84224  , 987.0  ,  17993   , 7007  , 3348  , 21652
rbf  , 0.0017  , 0.001  ,  0.67402  , 0.74985  , 0.97726  , 0.60834  , 85.0  ,  24484   , 516  , 16114  , 8886
rbf  , 0.0017  , 0.003  ,  0.81432  , 0.83693  , 0.95314  , 0.74602  , 185.0  ,  23908   , 1092  , 8442  , 16558
rbf  , 0.0017  , 0.005  ,  0.83138  , 0.84737  , 0.93637  , 0.77387  , 254.0  ,  23375   , 1625  , 7037  , 17963
rbf  , 0.0017  , 0.007  ,  0.83642  , 0.84875  , 0.91815  , 0.78918  , 321.0  ,  22923   , 2077  , 6305  , 18695
rbf  , 0.0017  , 0.009  ,  0.83738  , 0.84707  , 0.90095  , 0.79933  , 384.0  ,  22490   , 2510  , 5739  , 19261
rbf  , 0.0017  , 0.011  ,  0.83658  , 0.8439  , 0.88367  , 0.80761  , 453.0  ,  22040   , 2960  , 5287  , 19713
rbf  , 0.0017  , 0.013  ,  0.83364  , 0.83886  , 0.86623  , 0.81323  , 515.0  ,  21598   , 3402  , 4975  , 20025
rbf  , 0.0017  , 0.015  ,  0.83108  , 0.83417  , 0.84998  , 0.81901  , 579.0  ,  21089   , 3911  , 4696  , 20304
rbf  , 0.0017  , 0.017  ,  0.82692  , 0.82783  , 0.83244  , 0.82333  , 643.0  ,  20634   , 4366  , 4436  , 20564
rbf  , 0.0017  , 0.019  ,  0.82228  , 0.821  , 0.81533  , 0.82681  , 702.0  ,  20129   , 4871  , 4199  , 20801
rbf  , 0.0017  , 0.021  ,  0.81772  , 0.81407  , 0.79835  , 0.83046  , 766.0  ,  19739   , 5261  , 3991  , 21009
rbf  , 0.0017  , 0.023  ,  0.81232  , 0.80611  , 0.78052  , 0.83349  , 828.0  ,  19310   , 5690  , 3802  , 21198
rbf  , 0.0017  , 0.025  ,  0.80766  , 0.79901  , 0.76484  , 0.83644  , 887.0  ,  18876   , 6124  , 3632  , 21368
rbf  , 0.0017  , 0.027  ,  0.8027  , 0.79132  , 0.74836  , 0.83957  , 941.0  ,  18458   , 6542  , 3468  , 21532
rbf  , 0.0017  , 0.029  ,  0.79716  , 0.78292  , 0.7318  , 0.8418  , 998.0  ,  18022   , 6978  , 3339  , 21661
rbf  , 0.0019  , 0.001  ,  0.67396  , 0.74981  , 0.97726  , 0.6083  , 85.0  ,  24478   , 522  , 16114  , 8886
rbf  , 0.0019  , 0.003  ,  0.8143  , 0.83688  , 0.95294  , 0.74608  , 186.0  ,  23905   , 1095  , 8440  , 16560
rbf  , 0.0019  , 0.005  ,  0.83126  , 0.84731  , 0.93661  , 0.77361  , 255.0  ,  23375   , 1625  , 7050  , 17950
rbf  , 0.0019  , 0.007  ,  0.83658  , 0.84887  , 0.91806  , 0.78943  , 322.0  ,  22906   , 2094  , 6297  , 18703
rbf  , 0.0019  , 0.009  ,  0.83766  , 0.84738  , 0.90155  , 0.79942  , 386.0  ,  22501   , 2499  , 5741  , 19259
rbf  , 0.0019  , 0.011  ,  0.83654  , 0.84388  , 0.88378  , 0.80748  , 454.0  ,  22015   , 2985  , 5278  , 19722
rbf  , 0.0019  , 0.013  ,  0.834  , 0.83925  , 0.8669  , 0.81337  , 517.0  ,  21604   , 3396  , 4975  , 20025
rbf  , 0.0019  , 0.015  ,  0.83112  , 0.83433  , 0.85071  , 0.81865  , 581.0  ,  21114   , 3886  , 4703  , 20297
rbf  , 0.0019  , 0.017  ,  0.8268  , 0.82775  , 0.83257  , 0.82306  , 649.0  ,  20636   , 4364  , 4440  , 20560
rbf  , 0.0019  , 0.019  ,  0.8224  , 0.82109  , 0.81532  , 0.827  , 709.0  ,  20160   , 4840  , 4197  , 20803
rbf  , 0.0019  , 0.021  ,  0.81826  , 0.81472  , 0.7994  , 0.8307  , 770.0  ,  19749   , 5251  , 3989  , 21011
rbf  , 0.0019  , 0.023  ,  0.81248  , 0.80625  , 0.7806  , 0.83372  , 831.0  ,  19303   , 5697  , 3805  , 21195
rbf  , 0.0019  , 0.025  ,  0.8072  , 0.79852  , 0.76432  , 0.83598  , 891.0  ,  18879   , 6121  , 3637  , 21363
rbf  , 0.0019  , 0.027  ,  0.80244  , 0.79107  , 0.74828  , 0.83913  , 948.0  ,  18451   , 6549  , 3473  , 21527
rbf  , 0.0019  , 0.029  ,  0.79736  , 0.78314  , 0.73204  , 0.842  , 1005.0  ,  18033   , 6967  , 3338  , 21662
rbf  , 0.0021  , 0.001  ,  0.67416  , 0.74994  , 0.9773  , 0.60844  , 85.0  ,  24482   , 518  , 16109  , 8891
rbf  , 0.0021  , 0.003  ,  0.81428  , 0.8369  , 0.95318  , 0.74596  , 186.0  ,  23901   , 1099  , 8433  , 16567
rbf  , 0.0021  , 0.005  ,  0.83134  , 0.84738  , 0.93665  , 0.7737  , 255.0  ,  23376   , 1624  , 7046  , 17954
rbf  , 0.0021  , 0.007  ,  0.83638  , 0.84872  , 0.91814  , 0.78913  , 323.0  ,  22906   , 2094  , 6303  , 18697
rbf  , 0.0021  , 0.009  ,  0.83726  , 0.84699  , 0.90107  , 0.7991  , 387.0  ,  22495   , 2505  , 5742  , 19258
rbf  , 0.0021  , 0.011  ,  0.83646  , 0.8438  , 0.88363  , 0.80745  , 455.0  ,  22012   , 2988  , 5276  , 19724
rbf  , 0.0021  , 0.013  ,  0.83372  , 0.83893  , 0.8663  , 0.8133  , 518.0  ,  21591   , 3409  , 4969  , 20031
rbf  , 0.0021  , 0.015  ,  0.8309  , 0.83412  , 0.8505  , 0.81842  , 584.0  ,  21099   , 3901  , 4709  , 20291
rbf  , 0.0021  , 0.017  ,  0.82674  , 0.8277  , 0.83256  , 0.82296  , 651.0  ,  20628   , 4372  , 4432  , 20568
rbf  , 0.0021  , 0.019  ,  0.82258  , 0.82126  , 0.81545  , 0.82723  , 711.0  ,  20146   , 4854  , 4199  , 20801
rbf  , 0.0021  , 0.021  ,  0.81818  , 0.8146  , 0.79911  , 0.83074  , 775.0  ,  19758   , 5242  , 3999  , 21001
rbf  , 0.0021  , 0.023  ,  0.81252  , 0.80641  , 0.78123  , 0.83332  , 836.0  ,  19321   , 5679  , 3812  , 21188
rbf  , 0.0021  , 0.025  ,  0.80734  , 0.79867  , 0.76449  , 0.83612  , 894.0  ,  18898   , 6102  , 3649  , 21351
rbf  , 0.0021  , 0.027  ,  0.80246  , 0.7911  , 0.74832  , 0.83915  , 954.0  ,  18460   , 6540  , 3474  , 21526
rbf  , 0.0021  , 0.029  ,  0.79714  , 0.78287  , 0.7317  , 0.84181  , 1011.0  ,  18030   , 6970  , 3345  , 21655
rbf  , 0.0023  , 0.001  ,  0.67428  , 0.74999  , 0.97722  , 0.60854  , 86.0  ,  24479   , 521  , 16106  , 8894
rbf  , 0.0023  , 0.003  ,  0.81452  , 0.8371  , 0.9533  , 0.74619  , 186.0  ,  23906   , 1094  , 8442  , 16558
rbf  , 0.0023  , 0.005  ,  0.83124  , 0.8473  , 0.93661  , 0.77359  , 256.0  ,  23387   , 1613  , 7050  , 17950
rbf  , 0.0023  , 0.007  ,  0.83652  , 0.84886  , 0.91835  , 0.78922  , 324.0  ,  22901   , 2099  , 6303  , 18697
rbf  , 0.0023  , 0.009  ,  0.83714  , 0.84688  , 0.90096  , 0.799  , 386.0  ,  22502   , 2498  , 5748  , 19252
rbf  , 0.0023  , 0.011  ,  0.83634  , 0.84368  , 0.8835  , 0.80734  , 458.0  ,  22010   , 2990  , 5280  , 19720
rbf  , 0.0023  , 0.013  ,  0.83374  , 0.83896  , 0.86635  , 0.81331  , 520.0  ,  21593   , 3407  , 4979  , 20021
